"malicious","tick","https://github.com/DandelionSprout/adfilt","DandelionSprout's Anti Malware Filter","https://raw.githubusercontent.com/DandelionSprout/adfilt/master/Alternate%20versions%20Anti-Malware%20List/AntiMalwareHosts.txt"
"malicious","tick","https://osint.digitalside.it/","DigitalSide Threat-Intel","https://osint.digitalside.it/Threat-Intel/lists/latestdomains.txt"
"malicious","tick","https://disconnect.me/","Disconnect Malvertising","https://s3.amazonaws.com/lists.disconnect.me/simple_malvertising.txt"
"malicious","tick","https://www.malwaredomains.com/","DNS-BH Malware","https://mirror1.malwaredomains.com/files/justdomains"
"malicious","tick","https://dsi.ut-capitole.fr/blacklists/index_en.php","Fabrice Prigent's Cryptojacking","https://v.firebog.net/hosts/Prigent-Crypto.txt"
"malicious","tick","https://dsi.ut-capitole.fr/blacklists/index_en.php","Fabrice Prigent's Malware","https://v.firebog.net/hosts/Prigent-Malware.txt"
"malicious","tick","https://www.malwaredomains.com/wordpress/?p=1282","'Immortal' Malware Domains","https://mirror.cedia.org.ec/malwaredomains/immortal_domains.txt"
"malicious","tick","https://www.malwaredomainlist.com/","Malware Domain List","https://www.malwaredomainlist.com/hostslist/hosts.txt"
"malicious","tick","https://bitbucket.org/ethanr/dns-blacklists","Mandiant APT1 Report","https://bitbucket.org/ethanr/dns-blacklists/raw/8575c9f96e5b4a1308f2f12394abd86d0927a4a0/bad_lists/Mandiant_APT1_Report_Appendix_D.txt"
"malicious","tick","https://www.phishing.army/","Phishing Army's Extended Blocklist","https://phishing.army/download/phishing_army_blocklist_extended.txt"
"malicious","tick","https://gitlab.com/quidsup/notrack-blocklists","Quidsup Malicious","https://gitlab.com/quidsup/notrack-blocklists/raw/master/notrack-malware.txt"
"malicious","tick","http://www.shallalist.de/","Shalla Malicious","https://v.firebog.net/hosts/Shalla-mal.txt"
"malicious","tick","https://github.com/Spam404/lists","Spam404","https://raw.githubusercontent.com/Spam404/lists/master/main-blacklist.txt"
"malicious","tick","https://github.com/FadeMind/hosts.extras","Fademind's Risky Hosts","https://raw.githubusercontent.com/FadeMind/hosts.extras/master/add.Risk/hosts"
"malicious","tick","https://urlhaus.abuse.ch/api/","URLhaus Malicious URL blocklist","https://urlhaus.abuse.ch/downloads/hostfile/"
"malicious","std","https://github.com/HorusTeknoloji/TR-PhishingList","Turkey High Risk Phishing Blacklist","https://raw.githubusercontent.com/HorusTeknoloji/TR-PhishingList/master/url-lists.txt"
"malicious","cross","http://rlwpx.free.fr/WPFF/hosts.htm","Airelle High Risk","https://v.firebog.net/hosts/Airelle-hrsk.txt"
"other","tick","https://gitlab.com/ZeroDot1/CoinBlockerLists","ZeroDot1 CoinBlockerLists","https://zerodot1.gitlab.io/CoinBlockerLists/hosts_browser"
"other","std","https://github.com/chadmayfield/my-pihole-blocklists","Chad Mayfield (All)","https://raw.githubusercontent.com/chadmayfield/my-pihole-blocklists/master/lists/pi_blocklist_porn_all.list"
"other","std","https://github.com/chadmayfield/my-pihole-blocklists","Chad Mayfield (Top 1M)","https://raw.githubusercontent.com/chadmayfield/my-pihole-blocklists/master/lists/pi_blocklist_porn_top1m.list"
"other","std","https://github.com/anudeepND/blacklist","Anudeep ND's Facebook Blacklist","https://raw.githubusercontent.com/anudeepND/blacklist/master/facebook.txt"
